From,To,Date,Subject
Anda Ribera,Carla Forluniau,2014-01-06 13:29:00,RE: Craft night
Anda Ribera,Cornelia Lais,2014-01-06 13:29:00,RE: Craft night
Claudio Hawelon,Irene Nant,2014-01-06 13:35:00,Route suggestion for next shift
Claudio Hawelon,Cecilia Morluniau,2014-01-06 13:35:00,Route suggestion for next shift
Claudio Hawelon,Dylan Scozzese,2014-01-06 13:35:00,Route suggestion for next shift
Hennie Osvaldo,Kanon Herrero,2014-01-06 13:42:00,Concert tickets
Cornelia Lais,Mat Bramar,2014-01-06 13:48:00,RE: Craft night
Cornelia Lais,Anda Ribera,2014-01-06 13:48:00,RE: Craft night
Cornelia Lais,Rachel Pantanal,2014-01-06 13:48:00,RE: Craft night
Cornelia Lais,Linda Lagos,2014-01-06 13:48:00,RE: Craft night
Cornelia Lais,Ruscella Mies Haber,2014-01-06 13:48:00,RE: Craft night
Cornelia Lais,Carla Forluniau,2014-01-06 13:48:00,RE: Craft night
Cornelia Lais,Cornelia Lais,2014-01-06 13:48:00,RE: Craft night
Valeria Morlun,Anda Ribera,2014-01-06 13:49:00,RE: Favor - borrow hedge trimmer
Cecilia Morluniau,Ingrid Barranco,2014-01-06 13:54:00,Supplies
Anda Ribera,Valeria Morlun,2014-01-06 13:59:00,RE: Favor - borrow hedge trimmer
Adan Morlun,Claudio Hawelon,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Adan Morlun,Benito Hawelon,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Adan Morlun,Henk Mies,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Adan Morlun,Dylan Scozzese,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Adan Morlun,Valeria Morlun,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Adan Morlun,Irene Nant,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Adan Morlun,Dante Coginian,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Adan Morlun,Emile Arpa,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Adan Morlun,Adan Morlun,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Adan Morlun,Varro Awelon,2014-01-06 13:59:00,RE: New refueling policies - Effective February 1
Varro Awelon,Benito Hawelon,2014-01-06 14:01:00,RE: Don't text and drive!
Varro Awelon,Cecilia Morluniau,2014-01-06 14:01:00,RE: Don't text and drive!
Varro Awelon,Varro Awelon,2014-01-06 14:01:00,RE: Don't text and drive!
Varro Awelon,Albina Hafon,2014-01-06 14:01:00,RE: Don't text and drive!
Varro Awelon,Dante Coginian,2014-01-06 14:01:00,RE: Don't text and drive!
Varro Awelon,Claudio Hawelon,2014-01-06 14:01:00,RE: Don't text and drive!
Dante Coginian,Lucas Alcazar,2014-01-06 14:05:00,Congratulations on your service anniversary
Nils Calixto,Nils Calixto,2014-01-06 14:16:00,RE: GT-SeismicProcessorPro Bug Report
Nils Calixto,Sven Flecha,2014-01-06 14:16:00,RE: GT-SeismicProcessorPro Bug Report
Willem Vasco-Pais,Orhan Strum,2014-01-06 14:19:00,RE: IPO
Willem Vasco-Pais,Willem Vasco-Pais,2014-01-06 14:19:00,RE: IPO
Benito Hawelon,Claudio Hawelon,2014-01-06 14:19:00,RE: New refueling policies - Effective February 1
Benito Hawelon,Dante Coginian,2014-01-06 14:19:00,RE: New refueling policies - Effective February 1
Benito Hawelon,Valeria Morlun,2014-01-06 14:19:00,RE: New refueling policies - Effective February 1
Benito Hawelon,Albina Hafon,2014-01-06 14:19:00,RE: New refueling policies - Effective February 1
Benito Hawelon,Emile Arpa,2014-01-06 14:19:00,RE: New refueling policies - Effective February 1
Benito Hawelon,Cecilia Morluniau,2014-01-06 14:19:00,RE: New refueling policies - Effective February 1
Benito Hawelon,Adan Morlun,2014-01-06 14:19:00,RE: New refueling policies - Effective February 1
Benito Hawelon,Benito Hawelon,2014-01-06 14:19:00,RE: New refueling policies - Effective February 1
Benito Hawelon,Varro Awelon,2014-01-06 14:19:00,RE: New refueling policies - Effective February 1
Axel Calzas,Lars Azada,2014-01-06 14:22:00,Meeting
Dante Coginian,Valeria Morlun,2014-01-06 14:23:00,RE: New refueling policies - Effective February 1
Dante Coginian,Albina Hafon,2014-01-06 14:23:00,RE: New refueling policies - Effective February 1
Dante Coginian,Varro Awelon,2014-01-06 14:23:00,RE: New refueling policies - Effective February 1
Dante Coginian,Benito Hawelon,2014-01-06 14:23:00,RE: New refueling policies - Effective February 1
Dante Coginian,Dante Coginian,2014-01-06 14:23:00,RE: New refueling policies - Effective February 1
Benito Hawelon,Dante Coginian,2014-01-06 14:26:00,RE: Route suggestion for next shift
Benito Hawelon,Albina Hafon,2014-01-06 14:26:00,RE: Route suggestion for next shift
Benito Hawelon,Benito Hawelon,2014-01-06 14:26:00,RE: Route suggestion for next shift
Benito Hawelon,Henk Mies,2014-01-06 14:26:00,RE: Route suggestion for next shift
Nils Calixto,Nils Calixto,2014-01-06 14:28:00,RE: GT-SeismicProcessorPro Bug Report
Nils Calixto,Sven Flecha,2014-01-06 14:28:00,RE: GT-SeismicProcessorPro Bug Report
Axel Calzas,Felix Balas,2014-01-06 14:30:00,RE: Wellhead flow rate data
Axel Calzas,Lars Azada,2014-01-06 14:30:00,RE: Wellhead flow rate data
Axel Calzas,Elsa Orilla,2014-01-06 14:30:00,RE: Wellhead flow rate data
Axel Calzas,Birgitta Frente,2014-01-06 14:30:00,RE: Wellhead flow rate data
Axel Calzas,Kare Orilla,2014-01-06 14:30:00,RE: Wellhead flow rate data
Axel Calzas,Isande Borrasca,2014-01-06 14:30:00,RE: Wellhead flow rate data
Axel Calzas,Gustav Cazar,2014-01-06 14:30:00,RE: Wellhead flow rate data
Axel Calzas,Axel Calzas,2014-01-06 14:30:00,RE: Wellhead flow rate data
Axel Calzas,Vira Frente,2014-01-06 14:30:00,RE: Wellhead flow rate data
Albina Hafon,Dante Coginian,2014-01-06 14:33:00,RE: Route suggestion for next shift
Albina Hafon,Albina Hafon,2014-01-06 14:33:00,RE: Route suggestion for next shift
Albina Hafon,Benito Hawelon,2014-01-06 14:33:00,RE: Route suggestion for next shift
Albina Hafon,Henk Mies,2014-01-06 14:33:00,RE: Route suggestion for next shift
Anda Ribera,Mat Bramar,2014-01-06 14:38:00,RE: Craft night
Anda Ribera,Anda Ribera,2014-01-06 14:38:00,RE: Craft night
Anda Ribera,Rachel Pantanal,2014-01-06 14:38:00,RE: Craft night
Anda Ribera,Linda Lagos,2014-01-06 14:38:00,RE: Craft night
Anda Ribera,Ruscella Mies Haber,2014-01-06 14:38:00,RE: Craft night
Anda Ribera,Carla Forluniau,2014-01-06 14:38:00,RE: Craft night
Anda Ribera,Cornelia Lais,2014-01-06 14:38:00,RE: Craft night
Vira Frente,Isande Borrasca,2014-01-06 14:43:00,Wellhead flow rate data
Vira Frente,Elsa Orilla,2014-01-06 14:43:00,Wellhead flow rate data
Vira Frente,Felix Balas,2014-01-06 14:43:00,Wellhead flow rate data
Vira Frente,Brand Tempestad,2014-01-06 14:43:00,Wellhead flow rate data
Vira Frente,Kare Orilla,2014-01-06 14:43:00,Wellhead flow rate data
Vira Frente,Adra Nubarron,2014-01-06 14:43:00,Wellhead flow rate data
Vira Frente,Lars Azada,2014-01-06 14:43:00,Wellhead flow rate data
Vira Frente,Marin Onda,2014-01-06 14:43:00,Wellhead flow rate data
Vira Frente,Gustav Cazar,2014-01-06 14:43:00,Wellhead flow rate data
Ruscella Mies Haber,Mat Bramar,2014-01-06 14:53:00,RE: Craft night
Ruscella Mies Haber,Anda Ribera,2014-01-06 14:53:00,RE: Craft night
Ruscella Mies Haber,Rachel Pantanal,2014-01-06 14:53:00,RE: Craft night
Ruscella Mies Haber,Linda Lagos,2014-01-06 14:53:00,RE: Craft night
Ruscella Mies Haber,Ruscella Mies Haber,2014-01-06 14:53:00,RE: Craft night
Ruscella Mies Haber,Carla Forluniau,2014-01-06 14:53:00,RE: Craft night
Ruscella Mies Haber,Cornelia Lais,2014-01-06 14:53:00,RE: Craft night
Willem Vasco-Pais,Orhan Strum,2014-01-06 14:57:00,RE: IPO
Willem Vasco-Pais,Willem Vasco-Pais,2014-01-06 14:57:00,RE: IPO
Kanon Herrero,Hennie Osvaldo,2014-01-06 15:04:00,RE: Concert tickets
Kanon Herrero,Nils Calixto,2014-01-06 15:05:00,Late for meeting
Sven Flecha,Nils Calixto,2014-01-06 15:11:00,RE: GT-SeismicProcessorPro Bug Report
Sven Flecha,Sven Flecha,2014-01-06 15:11:00,RE: GT-SeismicProcessorPro Bug Report
Claudio Hawelon,Rachel Pantanal,2014-01-06 15:14:00,Are you buying coffee?
Ingrid Barranco,Cecilia Morluniau,2014-01-06 15:17:00,RE: Supplies
Cecilia Morluniau,Ingrid Barranco,2014-01-06 15:27:00,RE: Supplies
Ruscella Mies Haber,Mat Bramar,2014-01-06 15:30:00,RE: Craft night
Ruscella Mies Haber,Anda Ribera,2014-01-06 15:30:00,RE: Craft night
Ruscella Mies Haber,Rachel Pantanal,2014-01-06 15:30:00,RE: Craft night
Ruscella Mies Haber,Linda Lagos,2014-01-06 15:30:00,RE: Craft night
Ruscella Mies Haber,Ruscella Mies Haber,2014-01-06 15:30:00,RE: Craft night
Ruscella Mies Haber,Carla Forluniau,2014-01-06 15:30:00,RE: Craft night
Ruscella Mies Haber,Cornelia Lais,2014-01-06 15:30:00,RE: Craft night
Mat Bramar,Rachel Pantanal,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Lars Azada,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Felix Balas,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Isande Borrasca,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Axel Calzas,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Gustav Cazar,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Lidelse Dedos,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Birgitta Frente,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Vira Frente,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Adra Nubarron,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Marin Onda,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Kare Orilla,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Elsa Orilla,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Brand Tempestad,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Ingrid Barranco,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Ada Campo-Corrente,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Sten Sanjorge Jr. Kronos,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Orhan Strum,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Willem Vasco-Pais,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Bertrand Ovan,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Albina Hafon,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Benito Hawelon,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Claudio Hawelon,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Henk Mies,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Valeria Morlun,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Adan Morlun,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Cecilia Morluniau,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Irene Nant,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Dylan Scozzese,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Lucas Alcazar,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Isak Baza,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Linnea Bergen,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Nils Calixto,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Sven Flecha,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Hideki Cocinaro,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Inga Ferro,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Loreto Bodrogi,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Isia Vann,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Stenig Fusil,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Hennie Osvaldo,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Kanon Herrero,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Varja Lagos,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Minke Mies,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Felix Resumir,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Edvard Vann,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Emile Arpa,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Varro Awelon,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Mat Bramar,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Dante Coginian,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Carla Forluniau,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Linda Lagos,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Cornelia Lais,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Ruscella Mies Haber,2014-01-06 15:42:00,All staff announcement
Mat Bramar,Anda Ribera,2014-01-06 15:42:00,All staff announcement
Ruscella Mies Haber,Rachel Pantanal,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Lars Azada,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Felix Balas,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Isande Borrasca,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Axel Calzas,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Gustav Cazar,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Lidelse Dedos,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Birgitta Frente,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Vira Frente,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Adra Nubarron,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Marin Onda,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Kare Orilla,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Elsa Orilla,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Brand Tempestad,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Ingrid Barranco,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Ada Campo-Corrente,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Sten Sanjorge Jr. Kronos,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Orhan Strum,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Willem Vasco-Pais,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Bertrand Ovan,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Albina Hafon,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Benito Hawelon,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Claudio Hawelon,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Henk Mies,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Valeria Morlun,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Adan Morlun,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Cecilia Morluniau,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Irene Nant,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Dylan Scozzese,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Lucas Alcazar,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Isak Baza,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Linnea Bergen,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Nils Calixto,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Sven Flecha,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Hideki Cocinaro,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Inga Ferro,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Loreto Bodrogi,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Isia Vann,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Stenig Fusil,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Hennie Osvaldo,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Kanon Herrero,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Varja Lagos,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Minke Mies,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Felix Resumir,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Edvard Vann,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Emile Arpa,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Varro Awelon,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Mat Bramar,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Dante Coginian,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Carla Forluniau,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Linda Lagos,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Cornelia Lais,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Ruscella Mies Haber,2014-01-06 15:54:00,"Good morning, GasTech!"
Ruscella Mies Haber,Anda Ribera,2014-01-06 15:54:00,"Good morning, GasTech!"
Lucas Alcazar,Dante Coginian,2014-01-06 15:58:00,RE: Congratulations on your service anniversary
Adra Nubarron,Isande Borrasca,2014-01-06 16:21:00,RE: Wellhead flow rate data
Adra Nubarron,Elsa Orilla,2014-01-06 16:21:00,RE: Wellhead flow rate data
Adra Nubarron,Felix Balas,2014-01-06 16:21:00,RE: Wellhead flow rate data
Adra Nubarron,Brand Tempestad,2014-01-06 16:21:00,RE: Wellhead flow rate data
Adra Nubarron,Kare Orilla,2014-01-06 16:21:00,RE: Wellhead flow rate data
Adra Nubarron,Adra Nubarron,2014-01-06 16:21:00,RE: Wellhead flow rate data
Adra Nubarron,Lars Azada,2014-01-06 16:21:00,RE: Wellhead flow rate data
Adra Nubarron,Marin Onda,2014-01-06 16:21:00,RE: Wellhead flow rate data
Adra Nubarron,Gustav Cazar,2014-01-06 16:21:00,RE: Wellhead flow rate data
Lars Azada,Axel Calzas,2014-01-06 16:31:00,RE: Meeting
Axel Calzas,Lars Azada,2014-01-06 16:37:00,RE: Meeting
Adan Morlun,Irene Nant,2014-01-06 16:38:00,RE: Facilities preparations for VIP visit
Adan Morlun,Dante Coginian,2014-01-06 16:38:00,RE: Facilities preparations for VIP visit
Adan Morlun,Emile Arpa,2014-01-06 16:38:00,RE: Facilities preparations for VIP visit
Adan Morlun,Varro Awelon,2014-01-06 16:38:00,RE: Facilities preparations for VIP visit
Adan Morlun,Cecilia Morluniau,2014-01-06 16:38:00,RE: Facilities preparations for VIP visit
Adan Morlun,Claudio Hawelon,2014-01-06 16:38:00,RE: Facilities preparations for VIP visit
Adan Morlun,Henk Mies,2014-01-06 16:38:00,RE: Facilities preparations for VIP visit
Adan Morlun,Dylan Scozzese,2014-01-06 16:38:00,RE: Facilities preparations for VIP visit
Adan Morlun,Benito Hawelon,2014-01-06 16:38:00,RE: Facilities preparations for VIP visit
Nils Calixto,Kanon Herrero,2014-01-06 16:39:00,RE: Late for meeting
Dylan Scozzese,Irene Nant,2014-01-06 16:39:00,RE: Route suggestion for next shift
Dylan Scozzese,Cecilia Morluniau,2014-01-06 16:39:00,RE: Route suggestion for next shift
Dylan Scozzese,Dylan Scozzese,2014-01-06 16:39:00,RE: Route suggestion for next shift
Ruscella Mies Haber,Mat Bramar,2014-01-06 16:44:00,RE: Question - Protocol for VIP visit
Ruscella Mies Haber,Anda Ribera,2014-01-06 16:44:00,RE: Question - Protocol for VIP visit
Ruscella Mies Haber,Rachel Pantanal,2014-01-06 16:44:00,RE: Question - Protocol for VIP visit
Ruscella Mies Haber,Linda Lagos,2014-01-06 16:44:00,RE: Question - Protocol for VIP visit
Ruscella Mies Haber,Ruscella Mies Haber,2014-01-06 16:44:00,RE: Question - Protocol for VIP visit
Ruscella Mies Haber,Carla Forluniau,2014-01-06 16:44:00,RE: Question - Protocol for VIP visit
Ruscella Mies Haber,Cornelia Lais,2014-01-06 16:44:00,RE: Question - Protocol for VIP visit
Kanon Herrero,Nils Calixto,2014-01-06 16:53:00,RE: Late for meeting
Dante Coginian,Lucas Alcazar,2014-01-06 16:55:00,RE: Congratulations on your service anniversary
Dylan Scozzese,Irene Nant,2014-01-06 16:55:00,RE: Route suggestion for next shift
Dylan Scozzese,Cecilia Morluniau,2014-01-06 16:55:00,RE: Route suggestion for next shift
Dylan Scozzese,Dylan Scozzese,2014-01-06 16:55:00,RE: Route suggestion for next shift
Nils Calixto,Kanon Herrero,2014-01-06 17:07:00,RE: Late for meeting
Kanon Herrero,Nils Calixto,2014-01-06 17:10:00,RE: Late for meeting
Rachel Pantanal,Claudio Hawelon,2014-01-06 17:34:00,RE: Are you buying coffee?
Irene Nant,Irene Nant,2014-01-06 17:52:00,RE: Route suggestion for next shift
Irene Nant,Cecilia Morluniau,2014-01-06 17:52:00,RE: Route suggestion for next shift
Irene Nant,Dylan Scozzese,2014-01-06 17:52:00,RE: Route suggestion for next shift
Marin Onda,Isande Borrasca,2014-01-06 17:56:00,RE: Wellhead flow rate data
Marin Onda,Elsa Orilla,2014-01-06 17:56:00,RE: Wellhead flow rate data
Marin Onda,Felix Balas,2014-01-06 17:56:00,RE: Wellhead flow rate data
Marin Onda,Brand Tempestad,2014-01-06 17:56:00,RE: Wellhead flow rate data
Marin Onda,Kare Orilla,2014-01-06 17:56:00,RE: Wellhead flow rate data
Marin Onda,Adra Nubarron,2014-01-06 17:56:00,RE: Wellhead flow rate data
Marin Onda,Lars Azada,2014-01-06 17:56:00,RE: Wellhead flow rate data
Marin Onda,Marin Onda,2014-01-06 17:56:00,RE: Wellhead flow rate data
Marin Onda,Gustav Cazar,2014-01-06 17:56:00,RE: Wellhead flow rate data
Dylan Scozzese,Irene Nant,2014-01-06 17:57:00,RE: Route suggestion for next shift
Dylan Scozzese,Cecilia Morluniau,2014-01-06 17:57:00,RE: Route suggestion for next shift
Dylan Scozzese,Dylan Scozzese,2014-01-06 17:57:00,RE: Route suggestion for next shift
Irene Nant,Irene Nant,2014-01-06 18:01:00,RE: Route suggestion for next shift
Irene Nant,Cecilia Morluniau,2014-01-06 18:01:00,RE: Route suggestion for next shift
Irene Nant,Dylan Scozzese,2014-01-06 18:01:00,RE: Route suggestion for next shift
Cecilia Morluniau,Dylan Scozzese,2014-01-06 18:08:00,RE: Facilities preparations for VIP visit
